cid,character,movement_type,score,confidence,distance_tier,source_kind,src_slot,dst_slot,dst_bank,target_cid,target_character,target_bank_kind,target_resolution_status,predicate_text,predicate_kind,predicate_args,animation_hex,animation_length,has_attack_cell,cells,mot_status,mot_size,mot_sha1,mot_entropy,shared_character_count,shared_characters,common_bank_size,common_bank_sha1,reason
007,Siegfried,forward_step_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,490,491,0,007,Siegfried,local,resolved_local,(any:forward),direction,0x0020 0x0002 0x0022,00C9,100.0,True,212 213 -1 -1 -1 -1,character_motion_section,4376,4600179c848ba1935292739f059a3369498bbbc9,7.9099,1,007,1824,6b12e40114d5cbd3eb923273144aec9842a8b6a2,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,forward_step_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,494,495,0,007,Siegfried,local,resolved_local,(any:forward),direction,0x0020 0x0002 0x0012,021F,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,2208,7bade837037dbbaecd6373315ae1bcd10d7b9636,7.8199,1,007,2472,bc8d6058f1c7ade3ff27a7352b7ac851c2852fe1,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,forward_step_candidate,95,inferred_static,shared_movement_asset_no_exact_distance,direction_transition,2941,516,0,007,Siegfried,local,resolved_local,(any:forward),direction,0x0006 0x0002,023B,100.0,True,223 224 -1 -1 -1 -1,character_motion_section,6792,eb0ed2bdf8e0644922695c1ccce4a3e5e0c26d59,7.9379,2,007 011,888,624d94dae3a56672123597494ce4293df9df502e,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,forward_step_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,516,517,0,007,Siegfried,local,resolved_local,(any:forward),direction,0x0006 0x0002,01C7,100.0,True,225 -1 -1 -1 -1 -1,character_motion_section,7392,6c95da3046bed40afe5f629b7c3436ec1dcf7253,7.8878,1,007,88,329a649e1ee7a01935ee8c3609f4b3a245ea4889,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,forward_step_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,517,518,0,007,Siegfried,local,resolved_local,(any:forward),direction,0x0006 0x0002,00EF,100.0,True,226 -1 -1 -1 -1 -1,character_motion_section,6440,2f82faf6fe4d48c903aff5a89bd62ed7bdb933d0,7.8796,1,007,1864,6041d9d825da6c02d6e742654296bd85da7672de,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,forward_step_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,518,519,0,007,Siegfried,local,resolved_local,(any:forward),direction,0x0020 0x0002 0x0015,012E,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,1840,f799c37254ca97ed1814f1076475f0cb16a8b5d2,7.8116,1,007,4416,203f2c9b5ec336ce2d9a8f06d2896f525325d109,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,forward_step_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,2033,1667,2,007,Siegfried,move_bucket_2,resolved_move_bucket,(any:forward),direction,0x0006 0x0002,1490,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
007,Siegfried,forward_step_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,2034,2336,2,007,Siegfried,move_bucket_2,resolved_move_bucket,(any:forward),direction,0x0006 0x0002,1255,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
007,Siegfried,forward_step_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,2167,2342,2,007,Siegfried,move_bucket_2,resolved_move_bucket,(any:forward),direction,0x0006 0x0002,15DF,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
007,Siegfried,forward_step_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,2169,2342,2,007,Siegfried,move_bucket_2,resolved_move_bucket,(any:forward),direction,0x0006 0x0002,15DF,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
007,Siegfried,forward_step_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,2224,2345,2,007,Siegfried,move_bucket_2,resolved_move_bucket,(any:forward),direction,0x0006 0x0002,1167,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
007,Siegfried,forward_step_candidate,73,inferred_static_low,unknown_no_motion_payload,direction_transition,2264,2347,2,007,Siegfried,move_bucket_2,resolved_move_bucket,(any:forward),direction,0x0006 0x0002,1250,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
007,Siegfried,sidestep_down_candidate,95,inferred_static,shared_movement_asset_no_exact_distance,direction_transition,538,6,0,007,Siegfried,local,resolved_local,(any:down),direction,0x0005 0x0008,0097,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3264,86f604ea9396901fb7e1945684a9064cbafc39cd,7.7379,2,007 011,104,0629e3d66a480b2f1897f599b254681eea8b3374,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_down_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,385,386,0,007,Siegfried,local,resolved_local,(any:down),direction,0x0006 0x0008,0213,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,4480,24695fb6516a058262c40ba54eedf27d036b4fb7,7.8595,1,007,1896,c8ac63dc4c4f8c43e438c95c6705577c459558c4,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_down_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2943,454,0,007,Siegfried,local,resolved_local,(any:down),direction,0x0005 0x0008,01D9,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,2480,076824dd20087f399659717fcde369cda1ca2b91,7.8108,1,007,1952,bf17fda9afe1c311c5fdd2ec77597d7f4458ebbc,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_down_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2942,472,0,007,Siegfried,local,resolved_local,(any:down),direction,0x0005 0x0008,0082,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,2496,f1a735b185c89adddd491613ed2979bfceef3587,7.8169,1,007,1176,591a21a1eb6f74207db340e7722738545d6df95f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_down_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2940,505,0,007,Siegfried,local,resolved_local,(any:down),direction,0x0006 0x0008,00C6,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,2680,2c3551bc1df72469e2c3d225d21f08f9a91b7bf7,7.865,1,007,5264,1394e1ecdb459e146c4437427aada69a6c8c5593,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_down_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2941,527,0,007,Siegfried,local,resolved_local,(any:down),direction,0x0005 0x0008,007F,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,2896,5b7eb6bee62fcdc5fce6317e90d18f6d260893ca,7.8552,1,007,88,19d6009c645409febf174734bf20177a67e97ed8,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_down_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2615,538,0,007,Siegfried,local,resolved_local,(any:down),direction,0x0006 0x0008,02C1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,6824,eff992036355be3b9c831fa9eaeda0516da98603,7.938,1,007,4624,5524cbf3b63c6385ed46139513cceb9f9be29f29,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_down_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2615,538,0,007,Siegfried,local,resolved_local,(any:down),direction,0x0006 0x0008,02C1,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,6824,eff992036355be3b9c831fa9eaeda0516da98603,7.938,1,007,4624,5524cbf3b63c6385ed46139513cceb9f9be29f29,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_down_candidate,95,inferred_static,shared_movement_asset_no_exact_distance,direction_transition,1499,1479,2,007,Siegfried,move_bucket_2,resolved_move_bucket,(any:down),direction,0x0005 0x0008,014D,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,2216,56050388a4cebd31e900f7795e80fe9078f257ff,7.7617,2,007 011,3976,afc8da714fe6bd7d7e02a993f161a04d651a7d9f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,308,309,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,0117,100.0,True,67 -1 -1 -1 -1 -1,character_motion_section,6104,4b646c82e321a06156f8898d9398d128950488d7,7.9121,1,007,4200,4dbf772899db71094ac9b5968cc69183a3337d2f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,shared_movement_asset_no_exact_distance,direction_transition,309,310,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,0118,100.0,True,68 -1 -1 -1 -1 -1,character_motion_section,6288,13bbfe9bcda0f5b633e7b1ceda35f9d0d7f0a9a7,7.9186,2,007 011,184,720daf867dcbbd5db08e7273c22ea68dfaa7233e,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,312,313,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0020 0x0004 0x000C,0279,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,2952,bd54e2fb1107749370ff7802ba4f23aa67215b04,7.8819,1,007,27296,6ad021e5803cae0aa63addbbb5ebd5110eb86681,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,321,322,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,00F1,100.0,True,79 -1 -1 -1 -1 -1,character_motion_section,3952,c0c2e6450efde9b928373226d885768a1c1fe679,7.8716,1,007,2048,a1096871fadc328dda52a11dfc8c0e16683d4c2e,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,322,323,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,00F1,100.0,True,80 -1 -1 -1 -1 -1,character_motion_section,3952,c0c2e6450efde9b928373226d885768a1c1fe679,7.8716,1,007,2048,a1096871fadc328dda52a11dfc8c0e16683d4c2e,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,323,324,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,00F1,100.0,True,81 -1 -1 -1 -1 -1,character_motion_section,3952,c0c2e6450efde9b928373226d885768a1c1fe679,7.8716,1,007,2048,a1096871fadc328dda52a11dfc8c0e16683d4c2e,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,324,325,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,00F1,100.0,True,82 -1 -1 -1 -1 -1,character_motion_section,3952,c0c2e6450efde9b928373226d885768a1c1fe679,7.8716,1,007,2048,a1096871fadc328dda52a11dfc8c0e16683d4c2e,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,shared_movement_asset_no_exact_distance,direction_transition,366,369,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,0118,100.0,True,122 -1 -1 -1 -1 -1,character_motion_section,6288,13bbfe9bcda0f5b633e7b1ceda35f9d0d7f0a9a7,7.9186,2,007 011,184,720daf867dcbbd5db08e7273c22ea68dfaa7233e,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,shared_movement_asset_no_exact_distance,direction_transition,367,369,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,0118,100.0,True,122 -1 -1 -1 -1 -1,character_motion_section,6288,13bbfe9bcda0f5b633e7b1ceda35f9d0d7f0a9a7,7.9186,2,007 011,184,720daf867dcbbd5db08e7273c22ea68dfaa7233e,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,shared_movement_asset_no_exact_distance,direction_transition,368,369,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,0118,100.0,True,122 -1 -1 -1 -1 -1,character_motion_section,6288,13bbfe9bcda0f5b633e7b1ceda35f9d0d7f0a9a7,7.9186,2,007 011,184,720daf867dcbbd5db08e7273c22ea68dfaa7233e,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,390,391,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,0221,100.0,True,140 -1 -1 -1 -1 -1,character_motion_section,5832,03f87ccb039c8815aec1538279ee655f448530f6,7.8691,1,007,2352,2d4849c64e8b8bc8493717a20358ecf0713c0b55,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,394,395,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0020 0x0004 0x000F,0249,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3480,77332bcc5c6f145afddcd0b763d563efa1d7575c,7.8179,1,007,26160,cdbc3376212279e8c5e65ad602c1d34cb4bf4c7f,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2943,444,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,01AE,100.0,True,189 -1 -1 -1 -1 -1,character_motion_section,6120,11ba8a0c8afee94c86d631650335ec3dc915d1a4,7.8498,1,007,352,c40b4ef61c015cfdd303bc82182dd95d014cc28e,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2942,463,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,01B1,100.0,True,200 -1 -1 -1 -1 -1,character_motion_section,5984,fc998b26a592e5299201945512556ac908a0712d,7.8582,1,007,7216,60d3c7de14845c76d3da780ab0b77416589e7ed6,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,462,464,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0020 0x0004 0x0012,01B3,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3136,c30cb7a58518dec24cd331ffd43cefafc44b3835,7.7797,1,007,4352,07eaaee5ca3f68c02669e32e53a75187597c11c5,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,463,464,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0020 0x0004 0x0012,01B3,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3136,c30cb7a58518dec24cd331ffd43cefafc44b3835,7.7797,1,007,4352,07eaaee5ca3f68c02669e32e53a75187597c11c5,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,shared_movement_asset_no_exact_distance,direction_transition,2940,493,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,0130,100.0,True,215 216 -1 -1 -1 -1,character_motion_section,4312,d30e66d81e8c240d4d80020af79f70d7dbbb5ae1,7.8975,2,007 011,9768,090a2f426fb8706805640666d8debb2886802fe4,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,496,497,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0020 0x0004 0x0010,0279,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,2952,bd54e2fb1107749370ff7802ba4f23aa67215b04,7.8819,1,007,27296,6ad021e5803cae0aa63addbbb5ebd5110eb86681,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,sidestep_up_candidate,95,inferred_static,relative_authored_difference_no_exact_distance,direction_transition,2941,520,0,007,Siegfried,local,resolved_local,(any:up),direction,0x0006 0x0004,0131,100.0,True,227 -1 -1 -1 -1 -1,character_motion_section,4544,b76acf78f7262f4c7d2ce023d1e2fad878081367,7.903,1,007,6304,aed9cfce0fffb86b9ca219556ebb46b66c651057,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate maps to one primary direction; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,unknown_directional,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,203,209,0,007,Siegfried,local,resolved_local,(motion ?),direction,0x0005,0259,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,15576,50ea6f4a3ee200926d8dbb89e7790f23ea3f0125,7.9121,1,007,28352,dfceb5b91727a59f4e37be899156c36515b5fe49,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,unknown_directional,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,237,326,0,007,Siegfried,local,resolved_local,(motion ?),direction,0x0005,0274,100.0,True,83 -1 -1 -1 -1 -1,character_motion_section,9520,f2b4018679298a362ff8a164dc0d66380644196d,7.9341,1,007,12872,8872f2fae132bd3439eaa2135a978afda22a61c9,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,unknown_directional,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,201,346,0,007,Siegfried,local,resolved_local,(motion ?),direction,0x0005,0267,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,6992,9ede9f5729bd32f8088f5123f53d34e9d4678c3b,7.888,1,007,16128,4080b9706bd07d917d003574a5718154acb68e91,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,unknown_directional,72,inferred_static_low,relative_authored_difference_no_exact_distance,direction_transition,2602,347,0,007,Siegfried,local,resolved_local,(motion ?),direction,0x0005 ,0275,100.0,True,99 100 -1 -1 -1 -1,character_motion_section,6992,d4d993fdd584e524c0f07bcbba4e7c59d995c72e,7.9342,1,007,27936,efdaba57e9d6b42f618ea39248cac757541aa3cc,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,unknown_directional,50,unknown_without_motion_decode,unknown_no_motion_payload,direction_transition,2923,113,0,007,Siegfried,local,resolved_local,stick:any,direction,0x0005 0x8001,10C0,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
007,Siegfried,unknown_directional,50,unknown_without_motion_decode,unknown_no_motion_payload,direction_transition,2923,114,0,007,Siegfried,local,resolved_local,stick:any,direction,0x0005 0x8001,10C1,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
007,Siegfried,unknown_directional,50,unknown_without_motion_decode,unknown_no_motion_payload,direction_transition,2923,115,0,007,Siegfried,local,resolved_local,stick:any,direction,0x0005 0x8001,10AA,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
007,Siegfried,unknown_directional,50,unknown_without_motion_decode,unknown_no_motion_payload,direction_transition,2923,116,0,007,Siegfried,local,resolved_local,stick:any,direction,0x0005 0x8001,10AC,100.0,False,-1 -1 -1 -1 -1 -1,motion_index_out_of_range,0,,,0,,,,MoveVM transition is gated by decoded direction predicate; packed move id resolves through this character's FLuxMoveBank buckets; predicate is directional but ambiguous; cell references are classified later by route trust; destination has a concrete motion id; motion_index_out_of_range
007,Siegfried,early_core_slot_0,40,confirmed_static_data,relative_authored_difference_no_exact_distance,early_core_slot_sample,,0,0,007,Siegfried,local,resolved_local,(core slot sample),core_slot,,023D,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,4712,d39feb7c99bdca45656b6ff79a606237ba007a6f,7.7629,1,007,104,5d072e294c39bee94de34c9fe96be1662c54e63c,early core movement-state slot sampled by index; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
007,Siegfried,early_core_slot_1,40,confirmed_static_data,relative_authored_difference_no_exact_distance,early_core_slot_sample,,1,0,007,Siegfried,local,resolved_local,(core slot sample),core_slot,,008B,100.0,False,-1 -1 -1 -1 -1 -1,character_motion_section,3240,eb7e584d15def01bc4ada0c096d0e6611fc4367c,7.7707,1,007,88,0c17a168d80c94456a0aec848f0d465ce9c5e550,early core movement-state slot sampled by index; cell references are classified later by route trust; destination has a concrete motion id; local MOT section is non-empty
