cid,character,movement_type,src_slot,dst_slot,animation_hex,predicate_text,has_attack_cell,route_kind,root_decode_confidence,recovery_trust_status,recovery_trust_confidence,selection_score,selection_reason
028,Hilde,sidestep_up_candidate,333,334,0649,(any:up),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
030,Amy,back_diagonal,419,428,0557,(back+up),True,unresolved,high,unknown_from_static_bytecode,unknown,148,cell index is outside this KHD bank; shared/common cell semantics are not resolved
030,Amy,backstep_candidate,281,282,0514,(any:back),False,trusted_basic,high,unknown_from_static_bytecode,unknown,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
030,Amy,eight_way_or_ambiguous,161,164,0556,(any:back|forward|down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
030,Amy,forward_diagonal,338,341,054C,(forward+up),True,unresolved,high,unknown_from_static_bytecode,unknown,148,offensive cells exist and no static return/recovery frame is known
030,Amy,forward_step_candidate,494,495,055C,(any:forward),False,trusted_basic,high,unknown_from_static_bytecode,unknown,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
030,Amy,sidestep_down_candidate,257,271,01EF,(any:down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
030,Amy,sidestep_up_candidate,257,269,01E8,(any:up),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
060,2B,back_diagonal,,,,,False,unresolved,unknown,unknown_no_static_route,unknown,0,no direction-gated route found for this movement type
060,2B,backstep_candidate,257,258,035E,(any:back),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
060,2B,eight_way_or_ambiguous,161,164,0433,(any:back|forward|down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
060,2B,forward_diagonal,3070,603,0494,(forward+up),True,unresolved,high,unknown_from_static_bytecode,unknown,148,offensive cells exist and no static return/recovery frame is known
060,2B,forward_step_candidate,260,269,0438,(any:forward),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
060,2B,sidestep_down_candidate,257,614,035D,(any:down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
060,2B,sidestep_up_candidate,362,363,0377,(any:up),False,trusted_basic,high,unknown_from_static_bytecode,unknown,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
061,Haohmaru,back_diagonal,482,519,0025,(back+up),True,unresolved,high,unknown_from_static_bytecode,unknown,148,offensive cells exist and no static return/recovery frame is known
061,Haohmaru,backstep_candidate,3124,497,063B,(any:back),False,trusted_basic,high,unknown_from_static_bytecode,unknown,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
061,Haohmaru,eight_way_or_ambiguous,161,164,0057,(any:back|forward|down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
061,Haohmaru,forward_diagonal,561,562,0017,(forward+up),True,unresolved,high,unknown_from_static_bytecode,unknown,148,offensive cells exist and no static return/recovery frame is known
061,Haohmaru,forward_step_candidate,265,268,001E,(any:forward),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
061,Haohmaru,sidestep_down_candidate,361,362,064E,(any:down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
061,Haohmaru,sidestep_up_candidate,555,556,0114,(any:up),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
062,Groh,back_diagonal,,,,,False,unresolved,unknown,unknown_no_static_route,unknown,0,no direction-gated route found for this movement type
062,Groh,backstep_candidate,260,261,0332,(any:back),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
062,Groh,eight_way_or_ambiguous,161,164,027D,(any:back|forward|down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
062,Groh,forward_diagonal,,,,,False,unresolved,unknown,unknown_no_static_route,unknown,0,no direction-gated route found for this movement type
062,Groh,forward_step_candidate,263,336,0355,(any:forward),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
062,Groh,sidestep_down_candidate,257,405,02B6,(any:down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
062,Groh,sidestep_up_candidate,263,340,0354,(any:up),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
064,Azwel,back_diagonal,,,,,False,unresolved,unknown,unknown_no_static_route,unknown,0,no direction-gated route found for this movement type
064,Azwel,backstep_candidate,256,259,0338,(any:back),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
064,Azwel,eight_way_or_ambiguous,161,164,0014,(any:back|forward|down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
064,Azwel,forward_diagonal,2937,483,053B,(forward+up),True,unresolved,high,unknown_from_static_bytecode,unknown,148,offensive cells exist and no static return/recovery frame is known
064,Azwel,forward_step_candidate,256,272,04A4,(any:forward),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
064,Azwel,sidestep_down_candidate,256,258,0337,(any:down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
064,Azwel,sidestep_up_candidate,370,280,0365,(any:up),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
065,Geralt,back_diagonal,,,,,False,unresolved,unknown,unknown_no_static_route,unknown,0,no direction-gated route found for this movement type
065,Geralt,backstep_candidate,303,308,0420,(any:back),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
065,Geralt,eight_way_or_ambiguous,161,164,0378,(any:back|forward|down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
065,Geralt,forward_diagonal,303,310,0422,(forward+up),False,trusted_basic,high,unknown_from_static_bytecode,unknown,198,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
065,Geralt,forward_step_candidate,293,294,033B,(any:forward),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
065,Geralt,sidestep_down_candidate,414,6,040A,(any:down),False,measured_but_not_basic,high,unknown_from_static_bytecode,unknown,155,source is not proven neutral or stance-root basic movement
065,Geralt,sidestep_up_candidate,297,298,0452,(any:up),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
066,Unknown (cid 066),back_diagonal,,,,,False,unresolved,unknown,unknown_no_static_route,unknown,0,no direction-gated route found for this movement type
066,Unknown (cid 066),backstep_candidate,257,258,0185,(any:back),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
066,Unknown (cid 066),eight_way_or_ambiguous,161,164,0585,(any:back|forward|down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,182,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
066,Unknown (cid 066),forward_diagonal,,,,,False,unresolved,unknown,unknown_no_static_route,unknown,0,no direction-gated route found for this movement type
066,Unknown (cid 066),forward_step_candidate,266,268,07FD,(any:forward),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
066,Unknown (cid 066),sidestep_down_candidate,257,259,012D,(any:down),False,trusted_basic,high,unknown_from_static_bytecode,unknown,205,direct movement predicate; same-bank route; root motion decoded; source is neutral-like; no active offensive cells on destination slot
066,Unknown (cid 066),sidestep_up_candidate,263,264,076C,(any:up),True,unresolved,high,unknown_from_static_bytecode,unknown,155,offensive cells exist and no static return/recovery frame is known
